timestamp,open,high,low,close,volume
2023-10-03T00:00:00+00:00,27496.7,27668.0,27150.9,27425.4,98244.94
2023-10-04T00:00:00+00:00,27425.4,27844.5,27200.0,27773.8,107855.28
2023-10-05T00:00:00+00:00,27773.9,28131.9,27350.0,27411.9,145332.93
2023-10-06T00:00:00+00:00,27411.9,28333.0,27169.1,27927.0,175604.98
2023-10-07T00:00:00+00:00,27927.1,28027.4,27841.8,27956.7,37968.64
2023-10-08T00:00:00+00:00,27956.7,28096.8,27676.0,27916.0,77569.75
2023-10-09T00:00:00+00:00,27916.0,27995.0,27260.0,27590.9,125427.84
2023-10-10T00:00:00+00:00,27590.5,27737.8,27294.1,27390.0,98382.05
2023-10-11T00:00:00+00:00,27389.9,27483.8,26531.1,26876.0,169402.48
2023-10-12T00:00:00+00:00,26876.0,26948.0,26545.5,26760.1,90058.86
2023-10-13T00:00:00+00:00,26760.1,27130.0,26681.0,26866.6,97920.72
2023-10-14T00:00:00+00:00,26866.6,26990.0,26774.1,26852.1,29601.05
2023-10-15T00:00:00+00:00,26852.0,27294.3,26808.0,27150.9,61884.25
2023-10-16T00:00:00+00:00,27151.0,30680.0,27106.5,28493.5,365790.08
2023-10-17T00:00:00+00:00,28493.6,28618.7,28068.0,28397.1,126278.2
2023-10-18T00:00:00+00:00,28397.2,29000.0,28132.0,28324.6,135979.06
2023-10-19T00:00:00+00:00,28324.6,28975.7,28092.4,28709.9,149425.56
2023-10-20T00:00:00+00:00,28710.0,30279.8,28571.3,29661.0,243720.51
2023-10-21T00:00:00+00:00,29661.0,30399.5,29465.5,29912.5,103257.09
2023-10-22T00:00:00+00:00,29912.4,30323.7,29626.5,29999.8,84840.44
2023-10-23T00:00:00+00:00,29999.7,35998.0,29880.8,33098.3,440602.54
2023-10-24T00:00:00+00:00,33098.3,35300.0,32857.1,33926.0,386639.87
2023-10-25T00:00:00+00:00,33926.1,35160.0,33677.7,34502.9,187639.3
2023-10-26T00:00:00+00:00,34503.0,34841.7,33746.2,34156.1,135148.21
2023-10-27T00:00:00+00:00,34156.1,34254.0,33350.0,33891.2,108138.15
2023-10-28T00:00:00+00:00,33891.3,34557.7,33866.2,34085.3,61023.85
2023-10-29T00:00:00+00:00,34085.2,34776.6,33929.2,34524.6,70571.33
2023-10-30T00:00:00+00:00,34524.5,34882.2,34004.7,34476.7,120514.77
2023-10-31T00:00:00+00:00,34476.6,34750.0,34020.0,34642.2,104464.92
2023-11-01T00:00:00+00:00,34642.2,35735.6,34051.0,35418.3,175982.38
2023-11-02T00:00:00+00:00,35418.4,35996.4,34283.1,34943.1,174653.3
2023-11-03T00:00:00+00:00,34943.2,34949.1,34123.0,34714.0,137732.25
2023-11-04T00:00:00+00:00,34714.0,35273.2,34588.9,35067.9,59100.84
2023-11-05T00:00:00+00:00,35068.0,35432.8,34388.0,35019.9,100206.43
2023-11-06T00:00:00+00:00,35018.1,35283.3,34730.1,35051.3,85328.21
2023-11-07T00:00:00+00:00,35051.4,35915.0,34516.5,35403.9,135895.28
2023-11-08T00:00:00+00:00,35404.0,36130.0,35078.6,35620.7,128081.65
2023-11-09T00:00:00+00:00,35620.7,38129.5,35518.8,36709.0,344581.54
2023-11-10T00:00:00+00:00,36708.9,37572.3,36331.6,37307.3,122131.45
2023-11-11T00:00:00+00:00,37307.4,37399.5,36613.0,37141.3,61496.89
2023-11-12T00:00:00+00:00,37141.3,37232.2,36734.1,37070.9,42928.5
2023-11-13T00:00:00+00:00,37070.8,37455.5,36333.3,36466.1,106620.01
2023-11-14T00:00:00+00:00,36466.0,36754.7,34455.0,35542.4,165253.63
2023-11-15T00:00:00+00:00,35538.5,37983.2,35356.7,37869.8,178838.24
2023-11-16T00:00:00+00:00,37869.9,37942.0,35490.0,36162.0,172850.92
2023-11-17T00:00:00+00:00,36161.8,36940.0,35862.2,36611.0,128612.58
2023-11-18T00:00:00+00:00,36611.1,36859.1,36184.0,36578.3,45354.54
2023-11-19T00:00:00+00:00,36578.3,37516.7,36384.1,37371.7,62529.81
2023-11-20T00:00:00+00:00,37371.7,37770.0,36567.4,37446.9,135225.48
2023-11-21T00:00:00+00:00,37446.9,37661.5,35722.0,35736.0,201577.43
2023-11-22T00:00:00+00:00,35735.2,37878.0,35603.8,37416.5,138631.37
2023-11-23T00:00:00+00:00,37416.4,37650.6,36862.0,37300.3,77898.08
2023-11-24T00:00:00+00:00,37300.4,38437.2,37256.7,37712.9,156018.31
2023-11-25T00:00:00+00:00,37712.9,37890.0,37585.0,37779.4,32467.71
2023-11-26T00:00:00+00:00,37779.3,37826.3,37124.8,37450.0,73090.95
2023-11-27T00:00:00+00:00,37449.9,37565.6,36711.7,37245.9,105920.47
