timestamp,open,high,low,close,volume
2024-10-03T00:00:00+00:00,10.652,10.865,10.336,10.655,3351303.0
2024-10-04T00:00:00+00:00,10.655,11.25,10.595,11.074,2321066.0
2024-10-05T00:00:00+00:00,11.075,11.383,10.984,11.262,1482547.0
2024-10-06T00:00:00+00:00,11.263,11.404,11.157,11.28,1722384.0
2024-10-07T00:00:00+00:00,11.279,11.754,11.12,11.157,3582810.0
2024-10-08T00:00:00+00:00,11.158,11.292,10.787,10.833,2471240.0
2024-10-09T00:00:00+00:00,10.833,10.972,10.41,10.536,2519547.0
2024-10-10T00:00:00+00:00,10.537,10.744,10.252,10.557,3392227.0
2024-10-11T00:00:00+00:00,10.558,11.029,10.501,10.907,2549701.0
2024-10-12T00:00:00+00:00,10.907,11.156,10.833,11.003,1733458.0
2024-10-13T00:00:00+00:00,11.003,11.083,10.625,10.75,1712339.0
2024-10-14T00:00:00+00:00,10.751,11.345,10.607,11.285,3133739.0
2024-10-15T00:00:00+00:00,11.284,11.696,10.932,11.459,5569657.0
2024-10-16T00:00:00+00:00,11.458,11.536,11.067,11.246,2931799.0
2024-10-17T00:00:00+00:00,11.245,11.352,10.846,11.028,2237032.0
2024-10-18T00:00:00+00:00,11.028,11.511,10.981,11.48,2556340.0
2024-10-19T00:00:00+00:00,11.482,11.606,11.296,11.418,1257614.0
2024-10-20T00:00:00+00:00,11.419,12.039,11.279,11.975,2782609.0
2024-10-21T00:00:00+00:00,11.974,12.034,11.542,11.706,2644006.0
2024-10-22T00:00:00+00:00,11.707,12.342,11.587,11.975,5464251.0
2024-10-23T00:00:00+00:00,11.974,12.002,11.008,11.325,4132074.0
2024-10-24T00:00:00+00:00,11.325,11.644,11.223,11.615,2478072.0
2024-10-25T00:00:00+00:00,11.616,12.092,10.785,11.132,8243914.0
2024-10-26T00:00:00+00:00,11.13,11.394,10.816,11.008,4406299.0
2024-10-27T00:00:00+00:00,11.008,11.177,10.841,10.983,2014310.0
2024-10-28T00:00:00+00:00,10.983,11.26,10.707,11.184,4232796.0
2024-10-29T00:00:00+00:00,11.185,11.807,11.149,11.798,3059077.0
