timestamp,open,high,low,close,volume
2024-10-03T00:00:00+00:00,0.3431,0.3495,0.3406,0.3492,14251890.0
2024-10-03T04:00:00+00:00,0.3491,0.3493,0.3425,0.3425,12670020.0
2024-10-03T08:00:00+00:00,0.3425,0.3431,0.3316,0.3391,43604640.0
2024-10-03T12:00:00+00:00,0.3392,0.3443,0.3332,0.3391,34547150.0
2024-10-03T16:00:00+00:00,0.3391,0.3427,0.3335,0.3427,22627300.0
2024-10-03T20:00:00+00:00,0.3426,0.3469,0.3389,0.3452,12401640.0
2024-10-04T00:00:00+00:00,0.3453,0.3488,0.3429,0.3454,14053100.0
2024-10-04T04:00:00+00:00,0.3454,0.3506,0.3452,0.35,20520440.0
2024-10-04T08:00:00+00:00,0.35,0.3536,0.3489,0.3533,35199890.0
2024-10-04T12:00:00+00:00,0.3534,0.3561,0.3478,0.3529,23675830.0
2024-10-04T16:00:00+00:00,0.3529,0.3563,0.3508,0.3532,9526330.0
2024-10-04T20:00:00+00:00,0.3532,0.3532,0.35,0.3517,6433210.0
2024-10-05T00:00:00+00:00,0.3517,0.3549,0.3483,0.3497,8038670.0
2024-10-05T04:00:00+00:00,0.3496,0.3558,0.3491,0.3555,20125270.0
2024-10-05T08:00:00+00:00,0.3555,0.3556,0.3523,0.3532,7822190.0
2024-10-05T12:00:00+00:00,0.3532,0.3548,0.3503,0.3529,7011450.0
2024-10-05T16:00:00+00:00,0.3528,0.3531,0.3474,0.348,7037430.0
2024-10-05T20:00:00+00:00,0.3481,0.351,0.3455,0.3508,8118950.0
2024-10-06T00:00:00+00:00,0.3509,0.3526,0.3485,0.3488,5317750.0
2024-10-06T04:00:00+00:00,0.3487,0.3512,0.3482,0.3492,6921820.0
2024-10-06T08:00:00+00:00,0.3491,0.3511,0.3479,0.3494,5565150.0
2024-10-06T12:00:00+00:00,0.3494,0.3544,0.3489,0.3533,16689490.0
2024-10-06T16:00:00+00:00,0.3532,0.3573,0.3517,0.3546,34976200.0
2024-10-06T20:00:00+00:00,0.3545,0.3585,0.3526,0.3575,13848150.0
2024-10-07T00:00:00+00:00,0.3575,0.3685,0.3564,0.3655,21219370.0
2024-10-07T04:00:00+00:00,0.3654,0.3662,0.362,0.3625,9708740.0
2024-10-07T08:00:00+00:00,0.3626,0.3646,0.3533,0.3576,32133400.0
2024-10-07T12:00:00+00:00,0.3577,0.3654,0.3548,0.3584,28465440.0
2024-10-07T16:00:00+00:00,0.3584,0.3613,0.3503,0.357,27785540.0
2024-10-07T20:00:00+00:00,0.357,0.3575,0.3501,0.3511,15529240.0
2024-10-08T00:00:00+00:00,0.3511,0.357,0.3511,0.3556,10463900.0
2024-10-08T04:00:00+00:00,0.3557,0.357,0.3492,0.352,11506040.0
2024-10-08T08:00:00+00:00,0.352,0.3533,0.35,0.3517,9950110.0
2024-10-08T12:00:00+00:00,0.3517,0.3527,0.3417,0.3449,19064570.0
2024-10-08T16:00:00+00:00,0.3449,0.3476,0.3409,0.3441,13595070.0
2024-10-08T20:00:00+00:00,0.3442,0.3468,0.3427,0.3447,7223730.0
2024-10-09T00:00:00+00:00,0.3447,0.3474,0.3421,0.3451,10133770.0
2024-10-09T04:00:00+00:00,0.345,0.3479,0.3438,0.3444,8704660.0
2024-10-09T08:00:00+00:00,0.3444,0.3449,0.341,0.3427,7384100.0
2024-10-09T12:00:00+00:00,0.3427,0.3442,0.3374,0.3435,21546100.0
2024-10-09T16:00:00+00:00,0.3434,0.3435,0.3378,0.3397,15757380.0
2024-10-09T20:00:00+00:00,0.3398,0.3407,0.3338,0.3395,16034190.0
2024-10-10T00:00:00+00:00,0.3396,0.3418,0.3368,0.34,8356530.0
2024-10-10T04:00:00+00:00,0.34,0.3409,0.3374,0.3376,6376590.0
2024-10-10T08:00:00+00:00,0.3375,0.3395,0.3341,0.339,10046020.0
2024-10-10T12:00:00+00:00,0.339,0.3393,0.3329,0.3377,30714220.0
